Template model,Target model,Target chemical,Target ID,Air_condition,Carbon source,Target reaction,MIN_R
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,MAN6PI,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,PMANM,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,RECOAH7,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,BZt1pp,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,UREAtpp,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,4HBZtex,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,AKGt2rpp,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,TRPt2rpp,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,HISt2rpp,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,CITtex,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,PHEt2rpp,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,ECOAH8,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,3HAACOAT80,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,UHBZ1t_pp,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,TYRtex,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,QUINtpp,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,3OXOADPt_pp,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,D_LACt2pp,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,PACt1,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,ADK4,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,GLCNtex,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,GLYCtex,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,3HAACOAT121,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,URItex,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,3_4DHBZt2,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,3HAACOAT60,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,ACACt2pp,0.4828
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,3HAACOAT141,0.4812
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,NDPK3,0.4604
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,CYTK1,0.4557
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,HSDy,0.4542
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,ALCD19,0.4424
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,CBMKr,0.3921
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,ACONTb,0.1484
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,ACONTa,0.1484
iJN1463_cbb,iJN1463_3hpp,3-hydroxypropionate,3hpp,aerobic,formate,FBA,0.077
iJN1463_cbb,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,aerobic,formate,ICDHyr,1.0
iJN1463_cbb,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,aerobic,formate,FDH,1.0
iJN1463_cbb,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,aerobic,formate,FORt2pp,1.0
iJN1463_cbb,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,aerobic,formate,ICL,0.9999
iJN1463_cbb,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,aerobic,formate,GLXCL,0.9999
iJN1463_cbb,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,aerobic,formate,ENO,0.9931
iJN1463_cbb,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,aerobic,formate,GLYK,0.796
iJN1463_cbb,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,aerobic,formate,G3PD5,0.7948
iJN1463_cbb,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,aerobic,formate,ALCD19,0.7742
iJN1463_cbb,iJN1463_3hpp_path_1,3-hydroxypropionate,3hpp,aerobic,formate,TPI,0.5714
iJN1463_cbb,iJN1463_3hpp_path_2,3-hydroxypropionate,3hpp,aerobic,formate,ICL,1.0
iJN1463_cbb,iJN1463_3hpp_path_2,3-hydroxypropionate,3hpp,aerobic,formate,FORt2pp,1.0
iJN1463_cbb,iJN1463_3hpp_path_2,3-hydroxypropionate,3hpp,aerobic,formate,GLXCL,1.0
iJN1463_cbb,iJN1463_3hpp_path_2,3-hydroxypropionate,3hpp,aerobic,formate,FDH,1.0
iJN1463_cbb,iJN1463_3hpp_path_2,3-hydroxypropionate,3hpp,aerobic,formate,ALCD19,0.9982
iJN1463_cbb,iJN1463_3hppnl,3-hydroxypropanal,3hppnl,aerobic,formate,FORt2pp,1.0
iJN1463_cbb,iJN1463_3hppnl,3-hydroxypropanal,3hppnl,aerobic,formate,FDH,1.0
iJN1463_cbb,iJN1463_3hppnl,3-hydroxypropanal,3hppnl,aerobic,formate,ICL,1.0
iJN1463_cbb,iJN1463_3hppnl,3-hydroxypropanal,3hppnl,aerobic,formate,GLXCL,1.0
iJN1463_cbb,iJN1463_3hppnl,3-hydroxypropanal,3hppnl,aerobic,formate,ALCD19,0.9978
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,IPPS,1.0
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,PGM,1.0
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,PGK,1.0
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,NDPK5,1.0
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,FDH,1.0
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,FORt2pp,1.0
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,GLXCL,1.0
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,GLYALDDr,1.0
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,ICDHyr,1.0
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,IPMD,1.0
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,ACLS,1.0
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,ICL,1.0
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,KARA1,0.9979
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,ENO,0.9963
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,IPPMIa,0.9952
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,IPPMIb,0.9952
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,GLYK,0.8554
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,G3PD5,0.855
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,ALCD19,0.8431
iJN1463_cbb,iJN1463_3mb,isovalerate,3mb,aerobic,formate,TPI,0.7416
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,ICDHyr,1.0
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,ICL,1.0
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,KARA1,1.0
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,FDH,1.0
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,FORt2pp,1.0
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,PGK,1.0
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,GLXCL,1.0
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,PGM,1.0
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,ACLS,1.0
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,ENO,0.9947
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,GLYK,0.8292
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,G3PD5,0.8284
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,ALCD19,0.8127
iJN1463_cbb,iJN1463_3mob,3-methyl-2-oxobutanoate,3mob,aerobic,formate,TPI,0.6653
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,PGK,1.0
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,FDH,1.0
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,PGCD,1.0
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,ICDHyr,1.0
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,GLXCL,1.0
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,FORt2pp,1.0
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,GLYALDDr,1.0
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,ICL,1.0
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,GLYK,0.846
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,G3PD5,0.8454
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,ALCD19,0.8321
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,TPI,0.7138
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,PIt2rpp,0.526
iJN1463_cbb,iJN1463_3php,3-phosphonatooxypyruvate(3-),3php,aerobic,formate,PItex,0.5255
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,PGK,1.0
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ICDHyr,1.0
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,FDH,1.0
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,FORt2pp,1.0
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,NH4tpp,1.0
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,PGM,1.0
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,NDPK5,1.0
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,GLYALDDr,1.0
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ENO,0.9956
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ICL,0.9938
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,GLXCL,0.9938
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,CS,0.9655
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ACONTb,0.9572
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ACONTa,0.9572
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,GLYK,0.846
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,G3PD5,0.8454
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ALCD19,0.8321
iJN1463_cbb,iJN1463_4abut,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,TPI,0.7138
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ACGK,1.0
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ACGS,1.0
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,FDH,1.0
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,FORt2pp,1.0
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ACODA,1.0
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,PGM,1.0
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,PGK,1.0
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,NH4tpp,1.0
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,NDPK5,1.0
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ICDHyr,1.0
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,AGPR,1.0
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ACOTA,1.0
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ACS,0.9974
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ENO,0.9949
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ICL,0.9917
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,GLXCL,0.9917
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,CS,0.9591
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ORNDC,0.9509
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ABUTD,0.9506
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ACONTa,0.9492
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ACONTb,0.9492
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,GLYK,0.8328
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,G3PD5,0.8321
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,ALCD19,0.8168
iJN1463_cbb,iJN1463_4abut_path_1,gamma-aminobutyric acid zwitterion,4abut,aerobic,formate,TPI,0.6756
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,ACGK,1.0
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,ACODA,1.0
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,PGM,1.0
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,NH4tpp,1.0
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,ACGS,1.0
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,FORt2pp,1.0
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,PGK,1.0
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,ACOTA,1.0
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,FDH,1.0
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,AGPR,1.0
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,ACS,0.9971
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,ENO,0.9944
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,ICL,0.9896
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,GLXCL,0.9896
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,CS,0.9551
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,ORNDC,0.9468
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,ACONTb,0.9439
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,ACONTa,0.9439
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,GLYK,0.8216
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,G3PD5,0.8208
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,ALCD19,0.8039
iJN1463_cbb,iJN1463_4abutn,4-ammoniobutanal,4abutn,aerobic,formate,TPI,0.6436
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,ADCS,1.0
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,ADCL,1.0
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,SHKK,1.0
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,SHK3Dr,1.0
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,CHORS,1.0
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,DHQS,1.0
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,DDPA,1.0
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,FBP,0.9999
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,FDH,0.9999
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,FORt2pp,0.9999
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,TKT2,0.9996
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,ICL,0.9992
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,GLXCL,0.9992
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,ENO,0.9704
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,GLYK,0.7761
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,G3PD5,0.7756
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,ALCD19,0.7492
iJN1463_cbb,iJN1463_4abz,4-aminobenzoate,4abz,aerobic,formate,TPI,0.4262
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,CHRPL,1.0
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,DHQS,1.0
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,DDPA,1.0
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,SHK3Dr,1.0
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,SHKK,1.0
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,CHORS,1.0
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,FBP,0.9999
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,FDH,0.9999
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,FORt2pp,0.9999
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,TKT2,0.9996
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,ICL,0.9993
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,GLXCL,0.9993
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,ENO,0.971
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,GLYK,0.7796
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,G3PD5,0.7792
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,ALCD19,0.754
iJN1463_cbb,iJN1463_4hbz,4-hydroxybenzoate,4hbz,aerobic,formate,TPI,0.4555
iJN1463_cbb,iJN1463_4hoxoh,(S)-4-hydroxy-2-oxohexanoate,4hoxoh,aerobic,formate,FORt2pp,1.0
iJN1463_cbb,iJN1463_4hoxoh,(S)-4-hydroxy-2-oxohexanoate,4hoxoh,aerobic,formate,FDH,1.0
iJN1463_cbb,iJN1463_4hoxoh,(S)-4-hydroxy-2-oxohexanoate,4hoxoh,aerobic,formate,GLXCL,1.0
iJN1463_cbb,iJN1463_4hoxoh,(S)-4-hydroxy-2-oxohexanoate,4hoxoh,aerobic,formate,HOPNTAL2,1.0
iJN1463_cbb,iJN1463_4hoxoh,(S)-4-hydroxy-2-oxohexanoate,4hoxoh,aerobic,formate,ICL,1.0
iJN1463_cbb,iJN1463_4hoxoh,(S)-4-hydroxy-2-oxohexanoate,4hoxoh,aerobic,formate,ENO,0.975
iJN1463_cbb,iJN1463_4hoxoh,(S)-4-hydroxy-2-oxohexanoate,4hoxoh,aerobic,formate,GLYK,0.7841
iJN1463_cbb,iJN1463_4hoxoh,(S)-4-hydroxy-2-oxohexanoate,4hoxoh,aerobic,formate,G3PD5,0.7837
iJN1463_cbb,iJN1463_4hoxoh,(S)-4-hydroxy-2-oxohexanoate,4hoxoh,aerobic,formate,ALCD19,0.7602
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,ICL,1.0
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,GLXCL,1.0
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,FDH,1.0
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,SHK3Dr,1.0
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,SHKK,1.0
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,FBP,1.0
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,TKT2,1.0
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,DHQS,1.0
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,DDPA,1.0
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,CHORS,1.0
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,CHORM,1.0
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,FORt2pp,1.0
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,ENO,0.9956
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,PPND,0.9497
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,GLYK,0.8144
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,G3PD5,0.8135
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,ALCD19,0.7955
iJN1463_cbb,iJN1463_4hoxpac,4-hydroxyphenylacetate,4hoxpac,aerobic,formate,TPI,0.5634
iJN1463_cbb,iJN1463_4hoxpacd,(4-hydroxyphenyl)acetaldehyde,4hoxpacd,aerobic,formate,SHK3Dr,1.0
iJN1463_cbb,iJN1463_4hoxpacd,(4-hydroxyphenyl)acetaldehyde,4hoxpacd,aerobic,formate,DHQS,1.0
iJN1463_cbb,iJN1463_4hoxpacd,(4-hydroxyphenyl)acetaldehyde,4hoxpacd,aerobic,formate,FORt2pp,1.0
iJN1463_cbb,iJN1463_4hoxpacd,(4-hydroxyphenyl)acetaldehyde,4hoxpacd,aerobic,formate,TKT2,1.0
iJN1463_cbb,iJN1463_4hoxpacd,(4-hydroxyphenyl)acetaldehyde,4hoxpacd,aerobic,formate,ICL,1.0
iJN1463_cbb,iJN1463_4hoxpacd,(4-hydroxyphenyl)acetaldehyde,4hoxpacd,aerobic,formate,CHORS,1.0
iJN1463_cbb,iJN1463_4hoxpacd,(4-hydroxyphenyl)acetaldehyde,4hoxpacd,aerobic,formate,SHKK,1.0
iJN1463_cbb,iJN1463_4hoxpacd,(4-hydroxyphenyl)acetaldehyde,4hoxpacd,aerobic,formate,FBP,1.0
iJN1463_cbb,iJN1463_4hoxpacd,(4-hydroxyphenyl)acetaldehyde,4hoxpacd,aerobic,formate,FDH,1.0
