Template model,Target model,Target chemical,Target ID,Air condition,Carbon source,Target reactions,Improved YT (mol/mol),Previous YT (mol/mol),Increased percentage (%)
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,anaerobic,L-arabinose,URIC;XAO,0.833333333333332,0.625,33.3333333333332
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,anaerobic,L-arabinose,ACOAD8f;CTECOAI8;FACOAL181,1.0,0.625,60.0000000000001
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,anaerobic,L-arabinose,GCALDD;HPYRDC;SPTc,1.11111111111111,0.625,77.7777777777778
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,anaerobic,L-arabinose,GCALDD;HPYRDC;HPYRP,1.11111111111111,0.625,77.7777777777778
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,anaerobic,L-arabinose,MTHFR,0.833333333333333,0.625,33.3333333333333
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,anaerobic,L-arabinose,FADMQOR;QMO3,1.11111111111111,0.625,77.7777777777778
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,anaerobic,L-arabinose,QMO2;SUCD4,1.11111111111111,0.625,77.7777777777778
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,anaerobic,L-arabinose,GCALDDy;HPYRDC;SPTc,1.11111111111111,0.625,77.7777777777777
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,anaerobic,L-arabinose,QMO2;SUCDi,1.11111111111111,0.625,77.7777777777778
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,URIC;XAND,0.883333333333332,0.658333333333333,34.1772151898733
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,GHBDHx,1.15555555555555,0.658333333333333,75.5274261603375
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,MTHFR;URIC;XAND,1.0031746031746,0.658333333333333,52.3809523809524
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,GLYO1,1.18518518518518,0.658333333333333,80.028129395218
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,GNMT;MTHFR;SARCOX,1.18518518518518,0.658333333333333,80.028129395218
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,GCALDDy;HPYRDC;HPYRP,1.15555555555555,0.658333333333333,75.5274261603375
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,ACOAD7f;r1252,1.06666666666666,0.658333333333333,62.0253164556962
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,FMNRx2_copy1,1.18518518518518,0.658333333333333,80.028129395218
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,GHBDHy,1.15555555555555,0.658333333333333,75.5274261603375
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,ACYP_2;POX2,1.20666666666666,0.658333333333333,83.2911392405063
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,ACOAD7f;CTECOAI7,1.06666666666666,0.658333333333333,62.0253164556962
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,GNMT;MTHFR;SARCOX2,1.18518518518517,0.658333333333333,80.0281293952169
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,MTHFR;URIC;XAO,1.00317460317458,0.658333333333333,52.3809523809494
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,URIC;XAO,0.883333333333333,0.658333333333333,34.1772151898733
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,ACOAD8f;CTECOAI8;FACOAL181,1.06666666666666,0.658333333333333,62.0253164556962
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,GCALDD;HPYRDC;SPTc,1.15555555555555,0.658333333333333,75.5274261603374
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,GCALDD;HPYRDC;HPYRP,1.15555555555555,0.658333333333333,75.5274261603376
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,MTHFR,0.888888888888888,0.658333333333333,35.0210970464134
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,FADMQOR;QMO3,1.18518518518518,0.658333333333333,80.028129395218
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,QMO2;SUCD4,1.18518518518518,0.658333333333333,80.028129395218
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,GCALDDy;HPYRDC;SPTc,1.15555555555555,0.658333333333333,75.5274261603375
yeast850,yeast850_ghb_path_1,4-hydroxybutyrate,ghb,microaerobic,L-arabinose,QMO2;SUCDi,1.18518518518518,0.658333333333333,80.0281293952185
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,FMNRx2_copy1,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,GCALDD;HPYRDC;SPTc,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,GCALDDy;HPYRDC;HPYRP,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,ACYP_2;GLYO1;POX2,1.4,1.2,16.6666666666666
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,GHBDHx,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,GHBDHy,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,ACYP_2;FMNRx2_copy1;POX2,1.45454545454545,1.2,21.2121212121212
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,ACYP_2;POX2,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,GCALDD;HPYRDC;HPYRP,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,URIC;XAND,1.27272727272727,1.2,6.06060606060605
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,GNMT;MTHFR;SARCOX2,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,FADMQOR;QMO3,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,QMO2;SUCD4,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,GLYO1,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,GCALDDy;HPYRDC;SPTc,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,GNMT;MTHFR;SARCOX,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,URIC;XAO,1.27272727272727,1.2,6.06060606060647
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-glucose,QMO2;SUCDi,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,URIC;XAND,1.0,0.75,33.3333333333333
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,GHBDHx,1.33333333333333,0.75,77.7777777777777
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,MTHFR;URIC;XAND,1.14285714285714,0.75,52.3809523809523
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,GLYO1,1.33333333333333,0.75,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,GNMT;MTHFR;SARCOX,1.33333333333333,0.75,77.7777777777777
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,GCALDDy;HPYRDC;HPYRP,1.33333333333333,0.75,77.7777777777777
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,ACOAD7f;r1252,1.2,0.75,59.9999999999999
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,FMNRx2_copy1,1.33333333333333,0.75,77.7777777777777
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,GHBDHy,1.33333333333333,0.75,77.7777777777777
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,ACYP_2;POX2,1.4,0.75,86.6666666666667
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,ACOAD7f;CTECOAI7,1.2,0.75,60.0
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,GNMT;MTHFR;SARCOX2,1.33333333333333,0.75,77.7777777777777
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,MTHFR;URIC;XAO,1.14285714285714,0.75,52.3809523809523
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,URIC;XAO,1.0,0.75,33.3333333333333
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,ACOAD8f;CTECOAI8;FACOAL181,1.2,0.75,60.0
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,GCALDD;HPYRDC;SPTc,1.33333333333333,0.75,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,GCALDD;HPYRDC;HPYRP,1.33333333333333,0.75,77.7777777777777
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,MTHFR,1.0,0.75,33.3333333333333
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,FADMQOR;QMO3,1.33333333333333,0.75,77.7777777777777
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,QMO2;SUCD4,1.33333333333333,0.75,77.7777777777777
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,GCALDDy;HPYRDC;SPTc,1.33333333333333,0.75,77.7777777777777
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-glucose,QMO2;SUCDi,1.33333333333333,0.75,77.7777777777777
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,URIC;XAND,1.05,0.79,32.9113924050634
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,GHBDHx,1.37777777777777,0.79,74.4022503516173
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,MTHFR;URIC;XAND,1.19365079365079,0.79,51.0950371709866
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,GLYO1,1.4074074074074,0.79,78.1528363806844
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,GNMT;MTHFR;SARCOX,1.4074074074074,0.79,78.1528363806844
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,GCALDDy;HPYRDC;HPYRP,1.37777777777777,0.79,74.4022503516174
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,ACOAD7f;r1252,1.26666666666666,0.79,60.337552742616
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,FMNRx2_copy1,1.4074074074074,0.79,78.1528363806845
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,GHBDHy,1.37777777777777,0.79,74.4022503516174
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,ACYP_2;POX2,1.43999999999999,0.79,82.2784810126581
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,ACOAD7f;CTECOAI7,1.26666666666666,0.79,60.337552742616
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,GNMT;MTHFR;SARCOX2,1.4074074074074,0.79,78.1528363806844
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,MTHFR;URIC;XAO,1.19365079365079,0.79,51.0950371709865
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,URIC;XAO,1.04999999999999,0.79,32.9113924050632
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,ACOAD8f;CTECOAI8;FACOAL181,1.26666666666666,0.79,60.337552742616
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,GCALDD;HPYRDC;SPTc,1.37777777777783,0.79,74.4022503516245
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,GCALDD;HPYRDC;HPYRP,1.37777777777777,0.79,74.4022503516174
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,MTHFR,1.05555555555555,0.79,33.6146272855133
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,FADMQOR;QMO3,1.4074074074074,0.79,78.1528363806844
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,QMO2;SUCD4,1.4074074074074,0.79,78.1528363806844
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,GCALDDy;HPYRDC;SPTc,1.37777777777777,0.79,74.4022503516174
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,D-glucose,QMO2;SUCDi,1.40740740740741,0.79,78.1528363806852
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,FMNRx2_copy1,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,GCALDD;HPYRDC;SPTc,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,GCALDDy;HPYRDC;HPYRP,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,ACYP_2;GLYO1;POX2,1.4,1.2,16.6666666666666
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,GHBDHx,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,GHBDHy,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,ACYP_2;FMNRx2_copy1;POX2,1.45454545454545,1.2,21.2121212121213
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,ACYP_2;POX2,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,GCALDD;HPYRDC;HPYRP,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,URIC;XAND,1.27272727272726,1.2,6.06060606060547
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,GNMT;MTHFR;SARCOX2,1.33333333333333,1.2,11.1111111111108
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,FADMQOR;QMO3,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,QMO2;SUCD4,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,GLYO1,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,GCALDDy;HPYRDC;SPTc,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,GNMT;MTHFR;SARCOX,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,URIC;XAO,1.27272727272726,1.2,6.06060606060583
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,fructose,QMO2;SUCDi,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,URIC;XAND,1.0,0.749999999999999,33.3333333333333
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,GHBDHx,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,MTHFR;URIC;XAND,1.14285714285714,0.749999999999999,52.3809523809523
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,GLYO1,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,GNMT;MTHFR;SARCOX,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,GCALDDy;HPYRDC;HPYRP,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,ACOAD7f;r1252,1.2,0.749999999999999,60.0
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,FMNRx2_copy1,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,GHBDHy,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,ACYP_2;POX2,1.4,0.749999999999999,86.6666666666666
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,ACOAD7f;CTECOAI7,1.19999999999999,0.749999999999999,59.9999999999999
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,GNMT;MTHFR;SARCOX2,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,MTHFR;URIC;XAO,1.14285714285726,0.749999999999999,52.3809523809689
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,URIC;XAO,1.0,0.749999999999999,33.3333333333333
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,ACOAD8f;CTECOAI8;FACOAL181,1.2,0.749999999999999,60.0
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,GCALDD;HPYRDC;SPTc,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,GCALDD;HPYRDC;HPYRP,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,MTHFR,1.0,0.749999999999999,33.3333333333333
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,FADMQOR;QMO3,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,QMO2;SUCD4,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,GCALDDy;HPYRDC;SPTc,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,fructose,QMO2;SUCDi,1.33333333333333,0.749999999999999,77.7777777777778
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,URIC;XAND,1.05,0.79,32.9113924050632
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,GHBDHx,1.37777777777777,0.79,74.4022503516174
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,MTHFR;URIC;XAND,1.19365079365079,0.79,51.0950371709865
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,GLYO1,1.4074074074074,0.79,78.1528363806845
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,GNMT;MTHFR;SARCOX,1.4074074074074,0.79,78.1528363806845
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,GCALDDy;HPYRDC;HPYRP,1.37777777777777,0.79,74.4022503516174
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,ACOAD7f;r1252,1.26666666666666,0.79,60.337552742616
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,FMNRx2_copy1,1.4074074074074,0.79,78.1528363806845
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,GHBDHy,1.37777777777777,0.79,74.4022503516174
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,ACYP_2;POX2,1.44,0.79,82.2784810126582
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,ACOAD7f;CTECOAI7,1.26666666666666,0.79,60.337552742616
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,GNMT;MTHFR;SARCOX2,1.4074074074074,0.79,78.1528363806844
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,MTHFR;URIC;XAO,1.19365079365076,0.79,51.0950371709829
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,URIC;XAO,1.05,0.79,32.9113924050632
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,ACOAD8f;CTECOAI8;FACOAL181,1.26666666666666,0.79,60.337552742616
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,GCALDD;HPYRDC;SPTc,1.37777777777777,0.79,74.4022503516174
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,GCALDD;HPYRDC;HPYRP,1.37777777777777,0.79,74.4022503516175
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,MTHFR,1.05555555555555,0.79,33.6146272855134
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,FADMQOR;QMO3,1.4074074074074,0.79,78.1528363806844
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,QMO2;SUCD4,1.4074074074074,0.79,78.1528363806844
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,GCALDDy;HPYRDC;SPTc,1.37777777777777,0.79,74.4022503516175
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,microaerobic,fructose,QMO2;SUCDi,1.4074074074074,0.79,78.1528363806844
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,FMNRx2_copy1,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,GCALDD;HPYRDC;SPTc,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,GCALDDy;HPYRDC;HPYRP,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,ACYP_2;GLYO1;POX2,1.4,1.2,16.6666666666666
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,GHBDHx,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,GHBDHy,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,ACYP_2;FMNRx2_copy1;POX2,1.45454545454545,1.2,21.2121212121212
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,ACYP_2;POX2,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,GCALDD;HPYRDC;HPYRP,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,URIC;XAND,1.27272727272727,1.2,6.06060606060605
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,GNMT;MTHFR;SARCOX2,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,FADMQOR;QMO3,1.33333333333333,1.2,11.1111111111112
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,QMO2;SUCD4,1.33333333333333,1.2,11.1111111111112
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,GLYO1,1.33333333333333,1.2,11.1111111111112
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,GCALDDy;HPYRDC;SPTc,1.33333333333333,1.2,11.111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,GNMT;MTHFR;SARCOX,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,URIC;XAO,1.27272727272727,1.2,6.06060606060603
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,aerobic,D-galactose,QMO2;SUCDi,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-galactose,URIC;XAND,0.999999999999999,0.75,33.3333333333332
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-galactose,GHBDHx,1.33333333333333,0.75,77.7777777777777
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-galactose,MTHFR;URIC;XAND,1.14285714285714,0.75,52.3809523809523
yeast850,yeast850_ghb_path_2,4-hydroxybutyrate,ghb,anaerobic,D-galactose,GLYO1,1.33333333333333,0.75,77.7777777777778
