Template model,Target model,Target chemical,Target ID,Air condition,Carbon source,Target reaction,Regulation type,Normalized SoC,SoC,Positive metabolite ID,Negative metabolite ID
iYO844,iYO844_phenol,phenol,phenol,aerobic,D-galactose,TALA,Up,0.588648104472876,0.0246308972385602,e4p_c,g3p_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,D-galactose,GLUDxi,Down,1.0,0.0031498966710776302,akg_c,glu__L_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,D-galactose,PSERT,Down,1.0,0.0031498966710776302,akg_c,glu__L_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,D-galactose,APTA1i,Down,1.0,0.0031498966710776302,akg_c,glu__L_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,D-galactose,HSTPTr,Down,1.0,0.0031498966710776302,akg_c,glu__L_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,glycerol,TYRTA,Up,1.0,0.148964860198374,34hpp_c,akg_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,glycerol,DDPA,Up,0.888130936303535,0.122682433698742,2dda7p_c,pep_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,glycerol,PSCVT,Up,0.888130936303535,0.122682433698742,3psme_c,pep_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,glycerol,TALA,Up,0.500884594056973,0.0317030941830199,e4p_c,g3p_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,glycerol,GLUDxi,Down,1.0,0.00484091435474146,akg_c,glu__L_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,glycerol,PSERT,Down,1.0,0.00484091435474146,akg_c,glu__L_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,glycerol,APTA1i,Down,1.0,0.00484091435474146,akg_c,glu__L_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,glycerol,HSTPTr,Down,1.0,0.00484091435474146,akg_c,glu__L_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,sucrose,DDPA,Up,1.0,0.120391580623169,2dda7p_c,pep_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,sucrose,PSCVT,Up,1.0,0.120391580623169,3psme_c,pep_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,sucrose,TKT2,Down,1.0,0.0482236814346341,g3p_c,e4p_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,sucrose,ALATA_L,Down,0.9034315889665,0.0395076839601711,pyr_c,akg_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,sucrose,2S6HCCi,Down,0.9034315889665,0.0395076839601711,pyr_c,akg_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,sucrose,ASPTA,Down,0.830063072009944,0.0328856447068112,oaa_c,akg_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,D-xylose,DDPA,Up,1.0,0.0865064758330911,2dda7p_c,pep_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,D-xylose,PSCVT,Up,1.0,0.0865064758330911,3psme_c,pep_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,D-xylose,TALA,Up,0.681668366479321,0.0244976197706726,e4p_c,g3p_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,D-xylose,ALATA_L,Down,1.0,0.0522086326016114,pyr_c,akg_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,D-xylose,2S6HCCi,Down,1.0,0.0522086326016114,pyr_c,akg_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,D-xylose,ASPTA,Down,0.796227970924384,0.0351458256258929,oaa_c,akg_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,L-arabinose,DDPA,Up,1.0,0.0833229632158047,2dda7p_c,pep_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,L-arabinose,PSCVT,Up,1.0,0.0833229632158047,3psme_c,pep_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,L-arabinose,TALA,Up,0.692131590009123,0.0244976197706721,e4p_c,g3p_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,L-arabinose,ASPTA,Down,1.0,0.0703423991208158,oaa_c,akg_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,L-arabinose,ALATA_L,Down,0.841350139720732,0.0545501939752245,pyr_c,akg_c
iYO844,iYO844_phenol,phenol,phenol,aerobic,L-arabinose,2S6HCCi,Down,0.841350139720732,0.0545501939752245,pyr_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,ORNTA_1,Up,1.0,0.242311805039102,glu5sa_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,VALTA,Up,0.760076468299602,0.142415157968066,3mob_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,LEUTA,Up,0.562438860740059,0.0601250458210265,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,ACOTA,Up,0.562438860740059,0.0601250458210265,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,TYRTA,Up,0.562438860740059,0.0601250458210265,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,ILETA,Up,0.562438860740059,0.0601250458210265,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,GLUSy,Up,0.562438860740059,0.0601250458210265,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,ALATA_L,Up,0.562438860740059,0.0601250458210265,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,ASPTA,Up,0.562438860740059,0.0601250458210265,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,ABTA,Up,0.562438860740059,0.0601250458210265,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,ORNTA_1,Up,0.562438860740059,0.0601250458210265,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,VALTA,Up,0.562438860740059,0.0601250458210265,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,PHETA1,Up,0.562438860740059,0.0601250458210265,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-glucose,PC,Down,1.0,-0.0133728758111248,oaa_c,pyr_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,ORNTA_1,Up,1.0,0.231136981079134,glu5sa_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,LEUTA,Up,0.709238695013452,0.113191830421441,4mop_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,LEUTA,Up,0.530509907688533,0.0406918333916453,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,ACOTA,Up,0.530509907688533,0.0406918333916453,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,TYRTA,Up,0.530509907688533,0.0406918333916453,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,ILETA,Up,0.530509907688533,0.0406918333916453,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,GLUSy,Up,0.530509907688533,0.0406918333916453,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,ALATA_L,Up,0.530509907688533,0.0406918333916453,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,ASPTA,Up,0.530509907688533,0.0406918333916453,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,ABTA,Up,0.530509907688533,0.0406918333916453,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,ORNTA_1,Up,0.530509907688533,0.0406918333916453,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,VALTA,Up,0.530509907688533,0.0406918333916453,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,PHETA1,Up,0.530509907688533,0.0406918333916453,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,fructose,PC,Down,1.0,-0.013148368401872,oaa_c,pyr_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,ORNTA_1,Up,1.0,0.226679469337585,glu5sa_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,VALTA,Up,0.662899256093113,0.0966262100436566,3mob_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,LEUTA,Up,0.522575604692159,0.0424894317938879,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,ACOTA,Up,0.522575604692159,0.0424894317938879,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,TYRTA,Up,0.522575604692159,0.0424894317938879,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,ILETA,Up,0.522575604692159,0.0424894317938879,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,GLUSy,Up,0.522575604692159,0.0424894317938879,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,ALATA_L,Up,0.522575604692159,0.0424894317938879,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,ASPTA,Up,0.522575604692159,0.0424894317938879,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,ABTA,Up,0.522575604692159,0.0424894317938879,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,ORNTA_1,Up,0.522575604692159,0.0424894317938879,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,VALTA,Up,0.522575604692159,0.0424894317938879,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,PHETA1,Up,0.522575604692159,0.0424894317938879,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-galactose,PC,Down,1.0,-0.0172912129236313,oaa_c,pyr_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,ORNTA_1,Up,1.0,0.312878265658318,glu5sa_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,VALTA,Up,0.927349916518038,0.27551542487075,3mob_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,LEUTA,Up,0.513134850135836,0.0624908716244693,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,ACOTA,Up,0.513134850135836,0.0624908716244693,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,TYRTA,Up,0.513134850135836,0.0624908716244693,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,ILETA,Up,0.513134850135836,0.0624908716244693,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,GLUSy,Up,0.513134850135836,0.0624908716244693,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,ALATA_L,Up,0.513134850135836,0.0624908716244693,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,ASPTA,Up,0.513134850135836,0.0624908716244693,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,ABTA,Up,0.513134850135836,0.0624908716244693,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,ORNTA_1,Up,0.513134850135836,0.0624908716244693,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,VALTA,Up,0.513134850135836,0.0624908716244693,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,PHETA1,Up,0.513134850135836,0.0624908716244693,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,glycerol,PC,Down,1.0,-0.0356043413165133,oaa_c,pyr_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,ORNTA_1,Up,1.0,0.222453784740412,glu5sa_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,VALTA,Up,0.570430941220569,0.0521565935579909,3mob_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,LEUTA,Up,0.503295736359635,0.0255416952462763,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,ACOTA,Up,0.503295736359635,0.0255416952462763,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,TYRTA,Up,0.503295736359635,0.0255416952462763,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,ILETA,Up,0.503295736359635,0.0255416952462763,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,GLUSy,Up,0.503295736359635,0.0255416952462763,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,ALATA_L,Up,0.503295736359635,0.0255416952462763,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,ASPTA,Up,0.503295736359635,0.0255416952462763,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,ABTA,Up,0.503295736359635,0.0255416952462763,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,ORNTA_1,Up,0.503295736359635,0.0255416952462763,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,VALTA,Up,0.503295736359635,0.0255416952462763,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,PHETA1,Up,0.503295736359635,0.0255416952462763,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,sucrose,PC,Down,1.0,-0.0134081372460995,oaa_c,pyr_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,ORNTA_1,Up,1.0,0.224348410229445,glu5sa_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,VALTA,Up,0.666156200347453,0.0933035269508257,3mob_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,LEUTA,Up,0.531218367676767,0.0403359039169288,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,ACOTA,Up,0.531218367676767,0.0403359039169288,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,TYRTA,Up,0.531218367676767,0.0403359039169288,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,ILETA,Up,0.531218367676767,0.0403359039169288,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,GLUSy,Up,0.531218367676767,0.0403359039169288,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,ALATA_L,Up,0.531218367676767,0.0403359039169288,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,ASPTA,Up,0.531218367676767,0.0403359039169288,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,ABTA,Up,0.531218367676767,0.0403359039169288,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,ORNTA_1,Up,0.531218367676767,0.0403359039169288,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,VALTA,Up,0.531218367676767,0.0403359039169288,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,PHETA1,Up,0.531218367676767,0.0403359039169288,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,D-xylose,PC,Down,1.0,-0.0130408592002119,oaa_c,pyr_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,ORNTA_1,Up,1.0,0.235207336537425,glu5sa_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,VALTA,Up,0.768029986945585,0.141601084432381,3mob_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,LEUTA,Up,0.563951286949799,0.0592497408705996,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,ACOTA,Up,0.563951286949799,0.0592497408705996,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,TYRTA,Up,0.563951286949799,0.0592497408705996,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,ILETA,Up,0.563951286949799,0.0592497408705996,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,GLUSy,Up,0.563951286949799,0.0592497408705996,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,ALATA_L,Up,0.563951286949799,0.0592497408705996,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,ASPTA,Up,0.563951286949799,0.0592497408705996,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,ABTA,Up,0.563951286949799,0.0592497408705996,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,ORNTA_1,Up,0.563951286949799,0.0592497408705996,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,VALTA,Up,0.563951286949799,0.0592497408705996,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,PHETA1,Up,0.563951286949799,0.0592497408705996,glu__L_c,akg_c
iYO844,iYO844_1pyr5c,1-pyrroline-5-carboxylate,1pyr5c,aerobic,L-arabinose,PC,Down,1.0,-0.0130048094969887,oaa_c,pyr_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,TRPS1,Up,1.0,0.215767695994274,g3p_c,ser__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,TKT1,Up,0.944019751007344,0.200458293607129,g3p_c,r5p_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,TKT2,Up,0.923178625983964,0.19475869107007,g3p_c,xu5p__D_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,TKT1,Up,0.923178625983964,0.19475869107007,g3p_c,xu5p__D_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,TPI,Up,0.577397838698535,0.100195031465929,g3p_c,dhap_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,PPCK,Down,1.0,0.158645206903744,pep_c,oaa_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,ASPK,Down,0.993085398854648,0.131939183874271,4pasp_c,asp__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,GAPD,Down,0.971181594345157,0.0473408830660156,13dpg_c,g3p_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,ALATA_L,Down,0.969638036105569,0.0413792518703381,pyr_c,akg_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,2S6HCCi,Down,0.969638036105569,0.0413792518703381,pyr_c,akg_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,ASNS1,Down,0.969549705624674,0.0410380961323008,asn__L_c,asp__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,ANS,Down,0.965269290218946,0.0245059968834625,pyr_c,gln__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,UNK5,Down,0.964334455447957,0.0208954171265129,met__L_c,asp__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,FBA,Down,0.956453529423786,-0.00954280880595126,dhap_c,fdp_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,ASNS1,Down,0.955932355446535,-0.011555720895347,asn__L_c,gln__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-glucose,ACTD2,Down,0.91073845218444,-0.186106558454606,accoa_c,actn__R_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,TRPS1,Up,1.0,0.214354222963979,g3p_c,ser__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,TKT1,Up,0.985280906790618,0.199044820576926,g3p_c,r5p_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,TKT1,Up,0.979801072968356,0.193345218039881,g3p_c,xu5p__D_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,TKT2,Up,0.979801072968356,0.193345218039881,g3p_c,xu5p__D_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,ME2,Up,0.860845110463256,0.0696185271069774,pyr_c,mal__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,ALATA_L,Up,0.840142001011474,0.0480851195286824,pyr_c,ala__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,ALAD_L,Up,0.840142001011474,0.0480851195286824,pyr_c,ala__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,SERD_L,Up,0.840142001011474,0.0480851195286824,pyr_c,ser__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,ALATA_L,Up,0.83439472050457,0.0421073443587162,glu__L_c,ala__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,TRPAS1,Up,0.830908463656484,0.0384812711928802,pyr_c,cys__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,LEUTA,Up,0.8220016216432,0.0292172203142324,glu__L_c,leu__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,PHETA1,Up,0.8220016216432,0.0292172203142324,glu__L_c,phe__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,TYRTA,Up,0.819993999961663,0.0271290829727262,glu__L_c,tyr__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,VALTA,Up,0.817570257155299,0.0246081359702504,glu__L_c,val__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,ILETA,Up,0.817570257155299,0.0246081359702504,glu__L_c,ile__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,MDH,Up,0.81374453674532,0.0206289850576529,oaa_c,mal__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,TKT2,Up,0.798514656276837,0.00478831029039723,f6p_c,xu5p__D_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,ASNN,Up,0.753680735328789,-0.0418436748882482,asp__L_c,asn__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,GAPDi_nadp,Up,0.744494117492192,-0.0513987219985494,g3p_c,13dpg_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,ASPK,Down,1.0,0.132744762630489,4pasp_c,asp__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,GAPD,Down,0.98221590962761,0.0513987219985494,13dpg_c,g3p_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,ASNS1,Down,0.980126959507826,0.0418436748882482,asn__L_c,asp__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,UNK5,Down,0.975723312802982,0.0217009958824603,met__L_c,asp__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,ASNS1,Down,0.969307911990879,-0.00764362867824991,asn__L_c,gln__L_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,PDH,Down,0.967951145413342,-0.0138496019292477,accoa_c,pyr_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,fructose,FUM,Down,0.938855251485376,-0.146936856892905,mal__L_c,fum_c
iYO844,iYO844_dha,dihydroxyacetone,dha,aerobic,D-galactose,TRPS1,Up,1.0,0.204776551126852,g3p_c,ser__L_c
