Reaction set,B. subtilis,C. glutamicum,E. coli,P. putida,S. cerevisiae
EDD;GLYCDx;HSDx,2.56494935746153,0.0,0.0,0.0,0.0
HSDxi;PPASUCC,2.56494935746153,0.0,0.0,0.0,0.0
ACOADH1;POR3b;POR_2,2.56494935746153,0.0,0.0,0.0,0.0
EDD;GLUDy;PABB,2.56494935746153,0.0,0.0,0.0,0.0
EDD;GLUDy;PPASUCC,2.56494935746153,0.0,0.0,0.0,0.0
F6PA;FADE233;OBTFL,2.56494935746153,0.0,0.0,0.0,0.0
F6PA;FADE233;OBDHc,2.56494935746153,0.0,0.0,0.0,0.0
ACALD;HSDA,2.56494935746153,0.0,0.0,0.0,0.0
F6PA;FADE233;HSDxi,2.56494935746153,0.0,0.0,0.0,0.0
F6PA;FADE233;HSDx,2.56494935746153,0.0,0.0,0.0,0.0
EDD;HSDx;PPASUCC,2.56494935746153,0.0,0.0,0.0,0.0
ACALDCD;AKO,2.56494935746153,0.0,0.0,0.0,0.0
EDD;GLYCDy;HSDA,2.56494935746153,0.0,0.0,0.0,0.0
EDD;HSDA;PKETX,2.56494935746153,0.0,0.0,0.0,0.0
EDD;HSDA;PKETF,2.56494935746153,0.0,0.0,0.0,0.0
FRD7;ICL;POX,2.56494935746153,0.0,0.0,0.0,0.0
F6PA;FADRx;GLUDy,2.56494935746153,0.0,0.0,0.0,0.0
EDD;GLYCDx;HSDxi,2.56494935746153,0.0,0.0,0.0,0.0
ACACT5r;ACOAD4f;PFK_ppi,2.56494935746153,0.0,0.0,0.0,0.0
GLUDy;GLYCDy;IBTMr,2.56494935746153,0.0,0.0,0.0,0.0
ALDD2y;F6PA;ICL,2.56494935746153,0.0,0.0,0.0,0.0
EDD;FRDO5r;OOR2,2.56494935746153,0.0,0.0,0.0,0.0
GLYCDy;KHK;PABB,2.56494935746153,0.0,0.0,0.0,0.0
F6PA;OBTFL;PKETF,2.56494935746153,0.0,0.0,0.0,0.0
EDD;FRDO5r;OOR2r,2.56494935746153,0.0,0.0,0.0,0.0
ACOADH1;ICL,2.56494935746153,0.0,0.0,0.0,0.0
GLYCDy;KHK;PPND2,2.56494935746153,0.0,0.0,0.0,0.0
EDD;FDH6r;PPASUCC,2.56494935746153,0.0,0.0,0.0,0.0
AKO;HSDA;OBDHc,2.56494935746153,0.0,0.0,0.0,0.0
FDH7;FRDO5r;PPASUCC,2.56494935746153,0.0,0.0,0.0,0.0
ACALD;F6PA;ICL,2.56494935746153,0.0,0.0,0.0,0.0
ACOADH1;HSDA,2.56494935746153,0.0,0.0,0.0,0.0
FTHFLi;GLUDy;HSDA,2.56494935746153,0.0,0.0,0.0,0.0
FRDO5r;GLYCDx;OOR2r,2.56494935746153,0.0,0.0,0.0,0.0
FRDO5r;GLYCDx;OOR2,2.56494935746153,0.0,0.0,0.0,0.0
ACOADH1;HSDA;PPASUCC,2.56494935746153,0.0,0.0,0.0,0.0
DAAD;F6PA;GLUDy,2.56494935746153,0.0,0.0,0.0,0.0
ACALDCD;HSDA,2.56494935746153,0.0,0.0,0.0,0.0
GLYCDx;ICL;PKETX,2.56494935746153,0.0,0.0,0.0,0.0
F6PA;OBTFL;PKETX,2.56494935746153,0.0,0.0,0.0,0.0
ACOAD2f;F6PA;GLUDy,2.56494935746153,0.0,0.0,0.0,0.0
HSDxi;POR_2;VOR3b,2.56494935746153,0.0,0.0,0.0,0.0
F6PA;IBTMr;PPASUCC,2.56494935746153,0.0,0.0,0.0,0.0
F6PA;ICL;OBDHc,2.56494935746153,0.0,0.0,0.0,0.0
ACOAD1f;GLYCDy;KHK,2.484906649788,0.0,0.0,0.0,0.0
FRD7;OBDHc;POX,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;POR_2;VOR3b,2.484906649788,0.0,0.0,0.0,0.0
DAPDH;EDD;FDH6r,2.484906649788,0.0,0.0,0.0,0.0
FRD7;OBTFL;POX,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;EDD;PKETF,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;EDD;PKETX,2.484906649788,0.0,0.0,0.0,0.0
CBPSam_1;NICRNS;NP1,2.484906649788,0.0,0.0,0.0,0.0
FRDO5r;FldAct;POR3b,2.484906649788,0.0,0.0,0.0,0.0
DAPDH;EDD;GLUDy,2.484906649788,0.0,0.0,0.0,0.0
FRDO5r;OOR2;VOR3b,2.484906649788,0.0,0.0,0.0,0.0
DAPDH;FRDO5r;VOR1b,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;PPASUCC,2.484906649788,0.0,0.0,0.0,0.0
DAPDH;G3PT;GLYCDy,2.484906649788,0.0,0.0,0.0,0.0
DAPDH;GLUDy,2.484906649788,0.0,0.0,0.0,0.0
DAAD;GLYCDy;KHK,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;EDD;HSDA,2.484906649788,0.0,0.0,0.0,0.0
DAPDH;FRDO5r;NADFADOR,2.484906649788,0.0,0.0,0.0,0.0
CYS;OBTFL,2.484906649788,0.0,0.0,0.0,0.0
CYS;HSDxi;OBTFL,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;GLUSz;POR3b,2.484906649788,0.0,0.0,0.0,0.0
GLYCDx;OOR2r;POR_2,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;GLUDy;GLYCDy,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;AKO,2.484906649788,0.0,0.0,0.0,0.0
CBMKr;FDH6r;GLYCL,2.484906649788,0.0,0.0,0.0,0.0
GLUDy;PABB,2.484906649788,0.0,0.0,0.0,0.0
GLUDy;OBTFL;PKETF,2.484906649788,0.0,0.0,0.0,0.0
ACALDCD;FADE233;IBTMr,2.484906649788,0.0,0.0,0.0,0.0
GLUDy;OBDHc;PKETX,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;AICART2;GLYCL_2,2.484906649788,0.0,0.0,0.0,0.0
GLYCDx;OOR2;POR_2,2.484906649788,0.0,0.0,0.0,0.0
GLUDy;OBDHc;PKETF,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;EDD;PPASUCC,2.484906649788,0.0,0.0,0.0,0.0
DHDPRx_r;FldAct;GLYCL_2,2.484906649788,0.0,0.0,0.0,0.0
DHDPRx_r;FTHFLi;GLYCL_2,2.484906649788,0.0,0.0,0.0,0.0
GLUDy;OBTFL;PKETX,2.484906649788,0.0,0.0,0.0,0.0
FRD7;IBTMr;POX,2.484906649788,0.0,0.0,0.0,0.0
CBMKr;NICRNS;NP1,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;ALCD19;GLYCDy,2.484906649788,0.0,0.0,0.0,0.0
GLUDy;GLYCDy;PROD2,2.484906649788,0.0,0.0,0.0,0.0
ACOAD1f;EDD;GLYCDx,2.484906649788,0.0,0.0,0.0,0.0
CBPSam_1;F6PA,2.484906649788,0.0,0.0,0.0,0.0
DAAD;EDD;GLYCDx,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;FADE233;IBTMr,2.484906649788,0.0,0.0,0.0,0.0
HSDA;POR_2;VOR3b,2.484906649788,0.0,0.0,0.0,0.0
ACOAD1fr;FTHFLi;IBTMr,2.484906649788,0.0,0.0,0.0,0.0
DHDPRx_r;FRDO5r;NADFADOR,2.484906649788,0.0,0.0,0.0,0.0
CYS;GLUDy;PKETX,2.484906649788,0.0,0.0,0.0,0.0
CYS;GLUDy;PKETF,2.484906649788,0.0,0.0,0.0,0.0
DHDPRx_r;EDD,2.484906649788,0.0,0.0,0.0,0.0
ACOADH1;FTHFLi;GLYCL_2,2.484906649788,0.0,0.0,0.0,0.0
ACOAD1fr;AICART2;IBTMr,2.484906649788,0.0,0.0,0.0,0.0
ACALDCD;FRDO5r;POR3b,2.484906649788,0.0,0.0,0.0,0.0
DHDPRx_r;EDD;F6PA,2.484906649788,0.0,0.0,0.0,0.0
FRDO5r;GLYCL_2;NADFADOR,2.484906649788,0.0,0.0,0.0,0.0
FTHFLi;IBTMr;PKETF,2.484906649788,0.0,0.0,0.0,0.0
ICL;POR_2;VOR1b,2.484906649788,0.0,0.0,0.0,0.0
F6PA;ICL;PKETX,2.484906649788,0.0,0.0,0.0,0.0
ALCD19;FDH6r;GLYCDx,2.484906649788,0.0,0.0,0.0,0.0
ALCD19;FADRx2;GLYCDy,2.484906649788,0.0,0.0,0.0,0.0
FldAct;PFK_ppi;PKETX,2.484906649788,0.0,0.0,0.0,0.0
FldAct;PFK_ppi;PKETF,2.484906649788,0.0,0.0,0.0,0.0
ACALD;FADE233;IBTMr,2.484906649788,0.0,0.0,0.0,0.0
GLYCDy;POR_2;VOR3b,2.484906649788,0.0,0.0,0.0,0.0
AKO;POR3b;POR_2,2.484906649788,0.0,0.0,0.0,0.0
ACACT6r;ACOAD5f;ECOAH5,2.484906649788,0.0,0.0,0.0,0.0
F6PA;ICL;PKETF,2.484906649788,0.0,0.0,0.0,0.0
AKO;OBDHc,2.484906649788,0.0,0.0,0.0,0.0
AKO;GLYCDy;PKETX,2.484906649788,0.0,0.0,0.0,0.0
AKO;GLYCDy;PKETF,2.484906649788,0.0,0.0,0.0,0.0
F6PA;FADH2D;HSDx,2.484906649788,0.0,0.0,0.0,0.0
F6PA;FADH2D;HSDxi,2.484906649788,0.0,0.0,0.0,0.0
F6PA;FDH6r;GLYCL,2.484906649788,0.0,0.0,0.0,0.0
GLYCDy;OBTFL;PPASUCC,2.484906649788,0.0,0.0,0.0,0.0
ACOAD2f;EDD;GLYCDx,2.484906649788,0.0,0.0,0.0,0.0
ACALD;FRDO5r;POR3b,2.484906649788,0.0,0.0,0.0,0.0
ACACT5r;ACOAD4f,2.484906649788,0.0,0.0,0.0,0.0
ACOAD3f;GLYCDy;KHK,2.484906649788,0.0,0.0,0.0,0.0
ALCD19;GLYCDy;PROD2,2.484906649788,0.0,0.0,0.0,0.0
F6PA;HSDxi;ICL,2.484906649788,0.0,0.0,0.0,0.0
ALCD19;GLYCDx;PPND2,2.484906649788,0.0,0.0,0.0,0.0
AKO;FDH6r;PKETX,2.484906649788,0.0,0.0,0.0,0.0
AKO;F6PA;HSDxi,2.484906649788,0.0,0.0,0.0,0.0
AICART2;GLUDy;HSDA,2.484906649788,0.0,0.0,0.0,0.0
ACAFDOR;FRDO5r;PFK_ppi,2.484906649788,0.0,0.0,0.0,0.0
ACAFDOR;FRDO5r;POR3b,2.484906649788,0.0,0.0,0.0,0.0
ACOAD3f;EDD;GLYCDx,2.484906649788,0.0,0.0,0.0,0.0
FDH6r;FDH7;POR_2,2.484906649788,0.0,0.0,0.0,0.0
AICART2;EDD;ICL,2.484906649788,0.0,0.0,0.0,0.0
PABB;POR3b;POR_2,2.484906649788,0.0,0.0,0.0,0.0
GLYCL;ICL;PKETX,2.484906649788,0.0,0.0,0.0,0.0
GLYCL;ICL;PKETF,2.484906649788,0.0,0.0,0.0,0.0
FDH6r;GLYCDx;GLYCL,2.484906649788,0.0,0.0,0.0,0.0
AICART2;DHDPRx_r;GLYCL_2,2.484906649788,0.0,0.0,0.0,0.0
FDH6r;GLYCL;HSDA,2.484906649788,0.0,0.0,0.0,0.0
FDH6r;GLYCL;STPT1,2.484906649788,0.0,0.0,0.0,0.0
EDD;GLYCL;HSDA,2.484906649788,0.0,0.0,0.0,0.0
ACALD;AKO;GLUDy,2.484906649788,0.0,0.0,0.0,0.0
AKO;F6PA;HSDx,2.484906649788,0.0,0.0,0.0,0.0
AKO;EDD;PKETX,2.484906649788,0.0,0.0,0.0,0.0
AKO;EDD;PKETF,2.484906649788,0.0,0.0,0.0,0.0
GLYCDx;GLYCL;IBTMr,2.484906649788,0.0,0.0,0.0,0.0
FADE233;FDH6r;PPASUCC,2.484906649788,0.0,0.0,0.0,0.0
AKO;ALDD2y;F6PA,2.484906649788,0.0,0.0,0.0,0.0
AKO;ALDD2y,2.484906649788,0.0,0.0,0.0,0.0
FADE233;GLUDy;GLYCDx,2.484906649788,0.0,0.0,0.0,0.0
FADE233;GLUDy;GLYCDy,2.484906649788,0.0,0.0,0.0,0.0
FADE233;GLUDy;OBTFL,2.484906649788,0.0,0.0,0.0,0.0
FADE233;GLUDy;PPASUCC,2.484906649788,0.0,0.0,0.0,0.0
FldAct;GLYCL_2;PABB,2.484906649788,0.0,0.0,0.0,0.0
ACOAD2f;GLYCDy;KHK,2.484906649788,0.0,0.0,0.0,0.0
FADE233;POR_2;VOR3b,2.484906649788,0.0,0.0,0.0,0.0
AICART2;IBTMr;PKETF,2.484906649788,0.0,0.0,0.0,0.0
FADH2D;GLUDy;GLYCDy,2.484906649788,0.0,0.0,0.0,0.0
FADH2D;GLUDy;HSDA,2.484906649788,0.0,0.0,0.0,0.0
FADH2D;GLYCDx,2.484906649788,0.0,0.0,0.0,0.0
FADRx2;GLUDy;GLYCDy,2.484906649788,0.0,0.0,0.0,0.0
AICART2;AKO;FDH6r,2.484906649788,0.0,0.0,0.0,0.0
CBPSam_1;GLYCDy,2.484906649788,0.0,0.0,0.0,0.0
DMALRED;EDD;GLYCDx,2.484906649788,0.0,0.0,0.0,0.0
GLYCDy;ICL;PKETX,2.484906649788,0.0,0.0,0.0,0.0
ALDD2y;FADE233;IBTMr,2.484906649788,0.0,0.0,0.0,0.0
EDD;FRDx;GLYCDx,2.484906649788,0.0,0.0,0.0,0.0
GLYCDy;KHK;PFK_ppi,2.484906649788,0.0,0.0,0.0,0.0
EDD;F6PA;FADE233,2.484906649788,0.0,0.0,0.0,0.0
DMALRED;GLYCDy;KHK,2.484906649788,0.0,0.0,0.0,0.0
AOR_CL;FRDO5r;POR3b,2.484906649788,0.0,0.0,0.0,0.0
AOR_CL;FRDO5r;PFK_ppi,2.484906649788,0.0,0.0,0.0,0.0
FRDx;GLYCDy;KHK,2.484906649788,0.0,0.0,0.0,0.0
ALDD2y;PFK_ppi,2.484906649788,0.0,0.0,0.0,0.0
ALDD2y;GLYCDx;HSDxi,2.484906649788,0.0,0.0,0.0,0.0
GLYCDy;ICL;PKETF,2.484906649788,0.0,0.0,0.0,0.0
ALDD2y;FRDO5r;POR3b,2.484906649788,0.0,0.0,0.0,0.0
EDD;G3PD;GLYCDx,2.484906649788,0.0,0.0,0.0,0.0
GLYCDx;ICL;PKETF,2.484906649788,0.0,0.0,0.0,0.0
EDD;FTHFLi;ICL,2.484906649788,0.0,0.0,0.0,0.0
ALDD2y;GLYCDx;HSDx,2.484906649788,0.0,0.0,0.0,0.0
GLYCDy;HSDxi;OBDHc,2.484906649788,0.0,0.0,0.0,0.0
F6PA;FDH6r;HSDA,2.39789527279837,0.0,0.0,0.0,0.0
F6PA;GLYCL;IBTMr,2.39789527279837,0.0,0.0,0.0,0.0
ACALD;GLYCDx;HSDx,2.39789527279837,0.0,0.0,0.0,0.0
GLYCDy;HSDx;OBDHc,2.39789527279837,0.0,0.0,0.0,0.0
GLYCDy;OBDHc;PPASUCC,2.39789527279837,0.0,0.0,0.0,0.0
ACALDCD;GLYCDx;ICL,2.39789527279837,0.0,0.0,0.0,0.0
EDD;OBTFL;PKETX,2.39789527279837,0.0,0.0,0.0,0.0
G3PD;MMCD;MMM,2.39789527279837,0.0,0.0,0.0,0.0
ACALDCD;AKO;GLUDy,2.39789527279837,0.0,0.0,0.0,0.0
ACALD;HSDA;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
ACALD;HSDA;HSDx,2.39789527279837,0.0,0.0,0.0,0.0
2DHPFALDL;AICART2,2.39789527279837,0.0,0.0,0.0,0.0
HSDA;HSDx;PPASUCC,2.39789527279837,0.0,0.0,0.0,0.0
ACOAD2f;ALCD19;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
HSDA;IBTMr;PPASUCC,2.39789527279837,0.0,0.0,0.0,0.0
DHDPRx_r;FADH2D,2.39789527279837,0.0,0.0,0.0,0.0
ACALD;GLYCDx;ICL,2.39789527279837,0.0,0.0,0.0,0.0
F6PA;HSDA;PPASUCC,2.39789527279837,0.0,0.0,0.0,0.0
HSDA;HSDxi;PPASUCC,2.39789527279837,0.0,0.0,0.0,0.0
F6PA;HSDx;ICL,2.39789527279837,0.0,0.0,0.0,0.0
ACALD;GLYCDx;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
ACALDCD;GLYCDx;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
DAPDH;F6PA;GLUDy,2.39789527279837,0.0,0.0,0.0,0.0
ACOAD1f;MMCD;MMM,2.39789527279837,0.0,0.0,0.0,0.0
EDD;FADRx2;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
EDD;FADRx;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
IBTMr;PPASUCC,2.39789527279837,0.0,0.0,0.0,0.0
EDD;FDH6r;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
PFK_ppi;PFOR;RNTR1c,2.39789527279837,0.0,0.0,0.0,0.0
POR_2;PPASUCC;VOR3b,2.39789527279837,0.0,0.0,0.0,0.0
ACALDCD;HSDA;HSDx,2.39789527279837,0.0,0.0,0.0,0.0
EDD;FDH6r;OBDHc,2.39789527279837,0.0,0.0,0.0,0.0
IBTMr;PKETF;PPASUCC,2.39789527279837,0.0,0.0,0.0,0.0
ICL;OBDHc,2.39789527279837,0.0,0.0,0.0,0.0
ACOAD3f;MMCD;MMM,2.39789527279837,0.0,0.0,0.0,0.0
GLYCDy;IBTMr;KHK,2.39789527279837,0.0,0.0,0.0,0.0
ALDD2y;HSDA;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
ALDD2y;HSDA;HSDx,2.39789527279837,0.0,0.0,0.0,0.0
DMALRED;MMCD;MMM,2.39789527279837,0.0,0.0,0.0,0.0
ALDD2y;GLYCDx;ICL,2.39789527279837,0.0,0.0,0.0,0.0
GLYCDy;HSDA;PPASUCC,2.39789527279837,0.0,0.0,0.0,0.0
EDD;F6PA;PABB,2.39789527279837,0.0,0.0,0.0,0.0
EDD;OBTFL;PKETF,2.39789527279837,0.0,0.0,0.0,0.0
EDD;GLYCDx;PROD2,2.39789527279837,0.0,0.0,0.0,0.0
DHDPRx_r;GLYCDx;KHK,2.39789527279837,0.0,0.0,0.0,0.0
DHDPRx_r;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
DHDPRx_r;FldAct;ICL,2.39789527279837,0.0,0.0,0.0,0.0
DHDPRx_r;FldAct;IBTMr,2.39789527279837,0.0,0.0,0.0,0.0
FRDO6r;ICL;POR3b,2.39789527279837,0.0,0.0,0.0,0.0
FRD7;GLYCDy;POX,2.39789527279837,0.0,0.0,0.0,0.0
ACALDCD;AKO;F6PA,2.39789527279837,0.0,0.0,0.0,0.0
DHDPRx_r;FDH7;POR_2,2.39789527279837,0.0,0.0,0.0,0.0
EDD;OBDHc;PKETF,2.39789527279837,0.0,0.0,0.0,0.0
EDD;OBDHc;PKETX,2.39789527279837,0.0,0.0,0.0,0.0
GLYCDx;IBTMr;PPASUCC,2.39789527279837,0.0,0.0,0.0,0.0
ACALDCD;HSDA;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
DHDPRx_r;POR_2;VOR1b,2.39789527279837,0.0,0.0,0.0,0.0
DHDPRx_r;POR3b;POR_2,2.39789527279837,0.0,0.0,0.0,0.0
AOR_CL;DHDPRx_r;POR_2,2.39789527279837,0.0,0.0,0.0,0.0
2DHPFALDL;AICART2;GLUDy,2.39789527279837,0.0,0.0,0.0,0.0
DHDPRx_r;NADFADOR;POR_2,2.39789527279837,0.0,0.0,0.0,0.0
EDD;GLYCDx;HSDA,2.39789527279837,0.0,0.0,0.0,0.0
EDD;GLYCDx;PABB,2.39789527279837,0.0,0.0,0.0,0.0
ALCD19;DAAD;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
ACALDCD;GLYCDx;HSDx,2.39789527279837,0.0,0.0,0.0,0.0
ACOADH1;OOR2;POR_2,2.39789527279837,0.0,0.0,0.0,0.0
FRDO5r;NADFADOR;POR3b,2.39789527279837,0.0,0.0,0.0,0.0
CYS;GLUDy;OBTFL,2.39789527279837,0.0,0.0,0.0,0.0
NADFADOR;PABB;POR_2,2.39789527279837,0.0,0.0,0.0,0.0
CBMKr;FTHFLi;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
FADH2D;HSDA;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
FADH2D;HSDA;HSDx,2.39789527279837,0.0,0.0,0.0,0.0
CBMKr;FTHFLi;HSDx,2.39789527279837,0.0,0.0,0.0,0.0
CBMKr;FTHFLi;GLYCL_2,2.39789527279837,0.0,0.0,0.0,0.0
CBMKr;FTHFLi,2.39789527279837,0.0,0.0,0.0,0.0
CBMKr;FRDO5r;POR_2,2.39789527279837,0.0,0.0,0.0,0.0
CYS;GLUDy;GLYCL,2.39789527279837,0.0,0.0,0.0,0.0
ACALD;AKO;F6PA,2.39789527279837,0.0,0.0,0.0,0.0
ACOADH1;FDH6r;HSDA,2.39789527279837,0.0,0.0,0.0,0.0
CYS;FRDO6r;POR3b,2.39789527279837,0.0,0.0,0.0,0.0
FADRx2;MMCD;MMM,2.39789527279837,0.0,0.0,0.0,0.0
CBMKr;GLYCL,2.39789527279837,0.0,0.0,0.0,0.0
CYS;FTHFLi;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
ACOADH1;FRDO5r;VOR3b,2.39789527279837,0.0,0.0,0.0,0.0
FADRx;MMCD;MMM,2.39789527279837,0.0,0.0,0.0,0.0
ACOADH1;AKO;F6PA,2.39789527279837,0.0,0.0,0.0,0.0
ACOADH1;OOR2r;POR_2,2.39789527279837,0.0,0.0,0.0,0.0
FRDO5r;ICL;POR3b,2.39789527279837,0.0,0.0,0.0,0.0
ACAFDOR;DHDPRx_r;POR_2,2.39789527279837,0.0,0.0,0.0,0.0
FADE233;GLUDy;OBDHc,2.39789527279837,0.0,0.0,0.0,0.0
MMCD;MMM;PROD2,2.39789527279837,0.0,0.0,0.0,0.0
CBMKr;FRDO5r;POR,2.39789527279837,0.0,0.0,0.0,0.0
FADE233;GLYCDy;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;IBTMr;PKETX,2.39789527279837,0.0,0.0,0.0,0.0
GLYCDx;POR_2;VOR3b,2.39789527279837,0.0,0.0,0.0,0.0
CYS;HSDx;OBDHc,2.39789527279837,0.0,0.0,0.0,0.0
ACOADH1;GLUDy;IBTMr,2.39789527279837,0.0,0.0,0.0,0.0
CYS;HSDx;OBTFL,2.39789527279837,0.0,0.0,0.0,0.0
CBMKr;EDD;FTHFLi,2.39789527279837,0.0,0.0,0.0,0.0
CYS;HSDxi;OBDHc,2.39789527279837,0.0,0.0,0.0,0.0
ACOAD2f;MMCD;MMM,2.39789527279837,0.0,0.0,0.0,0.0
CBPSam_1;EDD;GLYCL,2.39789527279837,0.0,0.0,0.0,0.0
FDH6r;GLYCDx;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
FDH6r;GLYCDx;HSDx,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;CBPSam_1;EDD,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;CBPSam_1,2.39789527279837,0.0,0.0,0.0,0.0
CBPSam_1;FTHFLi;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
CBPSam_1;FTHFLi;HSDx,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;CBMKr;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;CBMKr;HSDx,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;CBMKr;GLYCL_2,2.39789527279837,0.0,0.0,0.0,0.0
CBPSam_1;FTHFLi;GLYCL_2,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;CBPSam_1;GLYCL_2,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;CBPSam_1;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
FTHFLi;IBTMr;PKETX,2.39789527279837,0.0,0.0,0.0,0.0
CBPSam_1;GLYCDy;KHK,2.39789527279837,0.0,0.0,0.0,0.0
ACOAD3f;ALCD19;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
CBPSam_1;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
FDH6r;GLYCL;ICL,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;CYS;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
CBPSam_1;GLYCL;HSDx,2.39789527279837,0.0,0.0,0.0,0.0
CBPSam_1;GLYCL;HSDxi,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;CYS;GLUDy,2.39789527279837,0.0,0.0,0.0,0.0
CBPSam_1;PFK_ppi,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;CBPSam_1;HSDx,2.39789527279837,0.0,0.0,0.0,0.0
CBPSam_1;EDD;FTHFLi,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;CBMKr;EDD,2.39789527279837,0.0,0.0,0.0,0.0
ACOADH1;EDD;FDH6r,2.39789527279837,0.0,0.0,0.0,0.0
ACOADH1;F6PA;GLUDy,2.39789527279837,0.0,0.0,0.0,0.0
ACOADH1;F6PA;ICL,2.39789527279837,0.0,0.0,0.0,0.0
AICART2;CBMKr,2.39789527279837,0.0,0.0,0.0,0.0
FRDO5r;OOR2r;VOR3b,2.39789527279837,0.0,0.0,0.0,0.0
CBPSam_1;FTHFLi,2.39789527279837,0.0,0.0,0.0,0.0
CYSDS;GLYCDx;STPT1,2.39789527279837,0.0,0.0,0.0,0.0
ALCD19;DMALRED;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
ALCD19;FADRx;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
ALCD19;FRDx;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
AKO;GLYCDy;GLYCL,2.39789527279837,0.0,0.0,0.0,0.0
GLUDy;HSDA;IBTMr,2.39789527279837,0.0,0.0,0.0,0.0
ALCD19;G3PD;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
AKO;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
AKO;GLUDy;OBDHc,2.39789527279837,0.0,0.0,0.0,0.0
GLUDy;IBTMr;PKETF,2.39789527279837,0.0,0.0,0.0,0.0
GLUDy;IBTMr;PKETX,2.39789527279837,0.0,0.0,0.0,0.0
ACOADH1;IBTMr,2.39789527279837,0.0,0.0,0.0,0.0
AKO;MMCD;MMM,2.39789527279837,0.0,0.0,0.0,0.0
AKO;OBDHc;PKETX,2.39789527279837,0.0,0.0,0.0,0.0
AKO;OBDHc;PPASUCC,2.39789527279837,0.0,0.0,0.0,0.0
OBDHc;PKETX;PPASUCC,2.39789527279837,0.0,0.0,0.0,0.0
AKO;OBTFL;PKETF,2.39789527279837,0.0,0.0,0.0,0.0
AKO;OBTFL;PKETX,2.39789527279837,0.0,0.0,0.0,0.0
ALCD19;CBPSam_1;GLYCDx,2.39789527279837,0.0,0.0,0.0,0.0
OBDHc;PKETF;PPASUCC,2.39789527279837,0.0,0.0,0.0,0.0
AKO;OBDHc;PKETF,2.39789527279837,0.0,0.0,0.0,0.0
AKO;FRD7;POX,2.39789527279837,0.0,0.0,0.0,0.0
AKO;FDH7;POR_2,2.39789527279837,0.0,0.0,0.0,0.0
GLUDy;NADFADOR,2.39789527279837,0.0,0.0,0.0,0.0
DAAD;MMCD;MMM,2.39789527279837,0.0,0.0,0.0,0.0
2DHPFALDL;FTHFLi,2.39789527279837,0.0,0.0,0.0,0.0
AKO;FDH6r;PKETF,2.39789527279837,0.0,0.0,0.0,0.0
2DHPFALDL;FTHFLi;GLUDy,2.39789527279837,0.0,0.0,0.0,0.0
AKO;FDH6r;FTHFLi,2.39789527279837,0.0,0.0,0.0,0.0
AKO;F6PA;PKETF,2.39789527279837,0.0,0.0,0.0,0.0
